Stand,State,Slope,AYD,Treatment Area,Elev,Harvesting System
546,CA,5,500,80,0,Ground-Based Mech WT
547,CA,5,500,90,0,Ground-Based Mech WT
548,CA,5,500,100,0,Ground-Based Mech WT
549,CA,5,500,110,0,Ground-Based Mech WT
550,CA,5,500,120,0,Ground-Based Mech WT
551,CA,5,500,130,0,Ground-Based Mech WT
552,CA,5,500,140,0,Ground-Based Mech WT
553,CA,5,500,150,0,Ground-Based Mech WT
554,CA,5,500,160,0,Ground-Based Mech WT
555,CA,5,500,170,0,Ground-Based Mech WT
556,CA,5,500,180,0,Ground-Based Mech WT
557,CA,5,500,190,0,Ground-Based Mech WT
558,CA,5,600,20,0,Ground-Based Mech WT
559,CA,5,600,30,0,Ground-Based Mech WT
560,CA,5,600,40,0,Ground-Based Mech WT
561,CA,5,600,50,0,Ground-Based Mech WT
562,CA,5,600,60,0,Ground-Based Mech WT
563,CA,5,600,70,0,Ground-Based Mech WT
564,CA,5,600,80,0,Ground-Based Mech WT
565,CA,5,600,90,0,Ground-Based Mech WT
566,CA,5,600,100,0,Ground-Based Mech WT
567,CA,5,600,110,0,Ground-Based Mech WT
568,CA,5,600,120,0,Ground-Based Mech WT
569,CA,5,600,130,0,Ground-Based Mech WT
570,CA,5,600,140,0,Ground-Based Mech WT
571,CA,5,600,150,0,Ground-Based Mech WT
572,CA,5,600,160,0,Ground-Based Mech WT
573,CA,5,600,170,0,Ground-Based Mech WT
574,CA,5,600,180,0,Ground-Based Mech WT
575,CA,5,600,190,0,Ground-Based Mech WT
576,CA,5,700,20,0,Ground-Based Mech WT
577,CA,5,700,30,0,Ground-Based Mech WT
578,CA,5,700,40,0,Ground-Based Mech WT
579,CA,5,700,50,0,Ground-Based Mech WT
580,CA,5,700,60,0,Ground-Based Mech WT
581,CA,5,700,70,0,Ground-Based Mech WT
582,CA,5,700,80,0,Ground-Based Mech WT
583,CA,5,700,90,0,Ground-Based Mech WT
584,CA,5,700,100,0,Ground-Based Mech WT
585,CA,5,700,110,0,Ground-Based Mech WT
586,CA,5,700,120,0,Ground-Based Mech WT
587,CA,5,700,130,0,Ground-Based Mech WT
588,CA,5,700,140,0,Ground-Based Mech WT
589,CA,5,700,150,0,Ground-Based Mech WT
590,CA,5,700,160,0,Ground-Based Mech WT
591,CA,5,700,170,0,Ground-Based Mech WT
592,CA,5,700,180,0,Ground-Based Mech WT
593,CA,5,700,190,0,Ground-Based Mech WT
594,CA,5,800,20,0,Ground-Based Mech WT
595,CA,5,800,30,0,Ground-Based Mech WT
596,CA,5,800,40,0,Ground-Based Mech WT
597,CA,5,800,50,0,Ground-Based Mech WT
598,CA,5,800,60,0,Ground-Based Mech WT
599,CA,5,800,70,0,Ground-Based Mech WT
600,CA,5,800,80,0,Ground-Based Mech WT
601,CA,5,800,90,0,Ground-Based Mech WT
602,CA,5,800,100,0,Ground-Based Mech WT
603,CA,5,800,110,0,Ground-Based Mech WT
604,CA,5,800,120,0,Ground-Based Mech WT
605,CA,5,800,130,0,Ground-Based Mech WT
606,CA,5,800,140,0,Ground-Based Mech WT
607,CA,5,800,150,0,Ground-Based Mech WT
608,CA,5,800,160,0,Ground-Based Mech WT
609,CA,5,800,170,0,Ground-Based Mech WT
610,CA,5,800,180,0,Ground-Based Mech WT
611,CA,5,800,190,0,Ground-Based Mech WT
612,CA,5,900,20,0,Ground-Based Mech WT
613,CA,5,900,30,0,Ground-Based Mech WT
614,CA,5,900,40,0,Ground-Based Mech WT
615,CA,5,900,50,0,Ground-Based Mech WT
616,CA,5,900,60,0,Ground-Based Mech WT
617,CA,5,900,70,0,Ground-Based Mech WT
618,CA,5,900,80,0,Ground-Based Mech WT
619,CA,5,900,90,0,Ground-Based Mech WT
620,CA,5,900,100,0,Ground-Based Mech WT
621,CA,5,900,110,0,Ground-Based Mech WT
622,CA,5,900,120,0,Ground-Based Mech WT
623,CA,5,900,130,0,Ground-Based Mech WT
624,CA,5,900,140,0,Ground-Based Mech WT
625,CA,5,900,150,0,Ground-Based Mech WT
626,CA,5,900,160,0,Ground-Based Mech WT
627,CA,5,900,170,0,Ground-Based Mech WT
628,CA,5,900,180,0,Ground-Based Mech WT
629,CA,5,900,190,0,Ground-Based Mech WT
630,CA,5,1000,20,0,Ground-Based Mech WT
631,CA,5,1000,30,0,Ground-Based Mech WT
632,CA,5,1000,40,0,Ground-Based Mech WT
633,CA,5,1000,50,0,Ground-Based Mech WT
634,CA,5,1000,60,0,Ground-Based Mech WT
635,CA,5,1000,70,0,Ground-Based Mech WT
636,CA,5,1000,80,0,Ground-Based Mech WT
637,CA,5,1000,90,0,Ground-Based Mech WT
638,CA,5,1000,100,0,Ground-Based Mech WT
639,CA,5,1000,110,0,Ground-Based Mech WT
640,CA,5,1000,120,0,Ground-Based Mech WT
641,CA,5,1000,130,0,Ground-Based Mech WT
642,CA,5,1000,140,0,Ground-Based Mech WT
643,CA,5,1000,150,0,Ground-Based Mech WT
644,CA,5,1000,160,0,Ground-Based Mech WT
645,CA,5,1000,170,0,Ground-Based Mech WT
646,CA,5,1000,180,0,Ground-Based Mech WT
647,CA,5,1000,190,0,Ground-Based Mech WT
648,CA,5,1100,20,0,Ground-Based Mech WT
649,CA,5,1100,30,0,Ground-Based Mech WT
650,CA,5,1100,40,0,Ground-Based Mech WT
651,CA,5,1100,50,0,Ground-Based Mech WT
652,CA,5,1100,60,0,Ground-Based Mech WT
653,CA,5,1100,70,0,Ground-Based Mech WT
654,CA,5,1100,80,0,Ground-Based Mech WT
655,CA,5,1100,90,0,Ground-Based Mech WT
656,CA,5,1100,100,0,Ground-Based Mech WT
657,CA,5,1100,110,0,Ground-Based Mech WT
658,CA,5,1100,120,0,Ground-Based Mech WT
659,CA,5,1100,130,0,Ground-Based Mech WT
660,CA,5,1100,140,0,Ground-Based Mech WT
661,CA,5,1100,150,0,Ground-Based Mech WT
662,CA,5,1100,160,0,Ground-Based Mech WT
663,CA,5,1100,170,0,Ground-Based Mech WT
664,CA,5,1100,180,0,Ground-Based Mech WT
665,CA,5,1100,190,0,Ground-Based Mech WT
666,CA,5,1200,20,0,Ground-Based Mech WT
667,CA,5,1200,30,0,Ground-Based Mech WT
668,CA,5,1200,40,0,Ground-Based Mech WT
669,CA,5,1200,50,0,Ground-Based Mech WT
670,CA,5,1200,60,0,Ground-Based Mech WT
671,CA,5,1200,70,0,Ground-Based Mech WT
672,CA,5,1200,80,0,Ground-Based Mech WT
673,CA,5,1200,90,0,Ground-Based Mech WT
674,CA,5,1200,100,0,Ground-Based Mech WT
675,CA,5,1200,110,0,Ground-Based Mech WT
676,CA,5,1200,120,0,Ground-Based Mech WT
677,CA,5,1200,130,0,Ground-Based Mech WT
678,CA,5,1200,140,0,Ground-Based Mech WT
679,CA,5,1200,150,0,Ground-Based Mech WT
680,CA,5,1200,160,0,Ground-Based Mech WT
681,CA,5,1200,170,0,Ground-Based Mech WT
682,CA,5,1200,180,0,Ground-Based Mech WT
683,CA,5,1200,190,0,Ground-Based Mech WT
684,CA,5,1300,20,0,Ground-Based Mech WT
685,CA,5,1300,30,0,Ground-Based Mech WT
686,CA,5,1300,40,0,Ground-Based Mech WT
687,CA,5,1300,50,0,Ground-Based Mech WT
688,CA,5,1300,60,0,Ground-Based Mech WT
689,CA,5,1300,70,0,Ground-Based Mech WT
690,CA,5,1300,80,0,Ground-Based Mech WT
691,CA,5,1300,90,0,Ground-Based Mech WT
692,CA,5,1300,100,0,Ground-Based Mech WT
693,CA,5,1300,110,0,Ground-Based Mech WT
694,CA,5,1300,120,0,Ground-Based Mech WT
695,CA,5,1300,130,0,Ground-Based Mech WT
696,CA,5,1300,140,0,Ground-Based Mech WT
697,CA,5,1300,150,0,Ground-Based Mech WT
698,CA,5,1300,160,0,Ground-Based Mech WT
699,CA,5,1300,170,0,Ground-Based Mech WT
700,CA,5,1300,180,0,Ground-Based Mech WT
701,CA,5,1300,190,0,Ground-Based Mech WT
702,CA,5,1400,20,0,Ground-Based Mech WT
703,CA,5,1400,30,0,Ground-Based Mech WT
704,CA,5,1400,40,0,Ground-Based Mech WT
705,CA,5,1400,50,0,Ground-Based Mech WT
706,CA,5,1400,60,0,Ground-Based Mech WT
707,CA,5,1400,70,0,Ground-Based Mech WT
708,CA,5,1400,80,0,Ground-Based Mech WT
709,CA,5,1400,90,0,Ground-Based Mech WT
710,CA,5,1400,100,0,Ground-Based Mech WT
711,CA,5,1400,110,0,Ground-Based Mech WT
712,CA,5,1400,120,0,Ground-Based Mech WT
713,CA,5,1400,130,0,Ground-Based Mech WT
714,CA,5,1400,140,0,Ground-Based Mech WT
715,CA,5,1400,150,0,Ground-Based Mech WT
716,CA,5,1400,160,0,Ground-Based Mech WT
717,CA,5,1400,170,0,Ground-Based Mech WT
718,CA,5,1400,180,0,Ground-Based Mech WT
719,CA,5,1400,190,0,Ground-Based Mech WT
720,CA,5,1500,20,0,Ground-Based Mech WT
721,CA,5,1500,30,0,Ground-Based Mech WT
722,CA,5,1500,40,0,Ground-Based Mech WT
723,CA,5,1500,50,0,Ground-Based Mech WT
724,CA,5,1500,60,0,Ground-Based Mech WT
725,CA,5,1500,70,0,Ground-Based Mech WT
726,CA,5,1500,80,0,Ground-Based Mech WT
727,CA,5,1500,90,0,Ground-Based Mech WT
728,CA,5,1500,100,0,Ground-Based Mech WT
729,CA,5,1500,110,0,Ground-Based Mech WT
730,CA,5,1500,120,0,Ground-Based Mech WT
731,CA,5,1500,130,0,Ground-Based Mech WT
732,CA,5,1500,140,0,Ground-Based Mech WT
733,CA,5,1500,150,0,Ground-Based Mech WT
734,CA,5,1500,160,0,Ground-Based Mech WT
735,CA,5,1500,170,0,Ground-Based Mech WT
736,CA,5,1500,180,0,Ground-Based Mech WT
737,CA,5,1500,190,0,Ground-Based Mech WT
738,CA,5,1600,20,0,Ground-Based Mech WT
739,CA,5,1600,30,0,Ground-Based Mech WT
740,CA,5,1600,40,0,Ground-Based Mech WT
741,CA,5,1600,50,0,Ground-Based Mech WT
742,CA,5,1600,60,0,Ground-Based Mech WT
743,CA,5,1600,70,0,Ground-Based Mech WT
744,CA,5,1600,80,0,Ground-Based Mech WT
745,CA,5,1600,90,0,Ground-Based Mech WT
746,CA,5,1600,100,0,Ground-Based Mech WT
747,CA,5,1600,110,0,Ground-Based Mech WT
748,CA,5,1600,120,0,Ground-Based Mech WT
749,CA,5,1600,130,0,Ground-Based Mech WT
750,CA,5,1600,140,0,Ground-Based Mech WT
751,CA,5,1600,150,0,Ground-Based Mech WT
752,CA,5,1600,160,0,Ground-Based Mech WT
753,CA,5,1600,170,0,Ground-Based Mech WT
754,CA,5,1600,180,0,Ground-Based Mech WT
755,CA,5,1600,190,0,Ground-Based Mech WT
756,CA,5,1700,20,0,Ground-Based Mech WT
757,CA,5,1700,30,0,Ground-Based Mech WT
758,CA,5,1700,40,0,Ground-Based Mech WT
759,CA,5,1700,50,0,Ground-Based Mech WT
760,CA,5,1700,60,0,Ground-Based Mech WT
761,CA,5,1700,70,0,Ground-Based Mech WT
762,CA,5,1700,80,0,Ground-Based Mech WT
763,CA,5,1700,90,0,Ground-Based Mech WT
764,CA,5,1700,100,0,Ground-Based Mech WT
765,CA,5,1700,110,0,Ground-Based Mech WT
766,CA,5,1700,120,0,Ground-Based Mech WT
767,CA,5,1700,130,0,Ground-Based Mech WT
768,CA,5,1700,140,0,Ground-Based Mech WT
769,CA,5,1700,150,0,Ground-Based Mech WT
770,CA,5,1700,160,0,Ground-Based Mech WT
771,CA,5,1700,170,0,Ground-Based Mech WT
772,CA,5,1700,180,0,Ground-Based Mech WT
773,CA,5,1700,190,0,Ground-Based Mech WT
774,CA,5,1800,20,0,Ground-Based Mech WT
775,CA,5,1800,30,0,Ground-Based Mech WT
776,CA,5,1800,40,0,Ground-Based Mech WT
777,CA,5,1800,50,0,Ground-Based Mech WT
778,CA,5,1800,60,0,Ground-Based Mech WT
779,CA,5,1800,70,0,Ground-Based Mech WT
780,CA,5,1800,80,0,Ground-Based Mech WT
781,CA,5,1800,90,0,Ground-Based Mech WT
782,CA,5,1800,100,0,Ground-Based Mech WT
783,CA,5,1800,110,0,Ground-Based Mech WT
784,CA,5,1800,120,0,Ground-Based Mech WT
785,CA,5,1800,130,0,Ground-Based Mech WT
786,CA,5,1800,140,0,Ground-Based Mech WT
787,CA,5,1800,150,0,Ground-Based Mech WT
788,CA,5,1800,160,0,Ground-Based Mech WT
789,CA,5,1800,170,0,Ground-Based Mech WT
790,CA,5,1800,180,0,Ground-Based Mech WT
791,CA,5,1800,190,0,Ground-Based Mech WT
792,CA,5,1900,20,0,Ground-Based Mech WT
793,CA,5,1900,30,0,Ground-Based Mech WT
794,CA,5,1900,40,0,Ground-Based Mech WT
795,CA,5,1900,50,0,Ground-Based Mech WT
796,CA,5,1900,60,0,Ground-Based Mech WT
797,CA,5,1900,70,0,Ground-Based Mech WT
798,CA,5,1900,80,0,Ground-Based Mech WT
799,CA,5,1900,90,0,Ground-Based Mech WT
800,CA,5,1900,100,0,Ground-Based Mech WT
801,CA,5,1900,110,0,Ground-Based Mech WT
802,CA,5,1900,120,0,Ground-Based Mech WT
803,CA,5,1900,130,0,Ground-Based Mech WT
804,CA,5,1900,140,0,Ground-Based Mech WT
805,CA,5,1900,150,0,Ground-Based Mech WT
806,CA,5,1900,160,0,Ground-Based Mech WT
807,CA,5,1900,170,0,Ground-Based Mech WT
808,CA,5,1900,180,0,Ground-Based Mech WT
809,CA,5,1900,190,0,Ground-Based Mech WT
810,CA,5,2000,20,0,Ground-Based Mech WT
811,CA,5,2000,30,0,Ground-Based Mech WT
812,CA,5,2000,40,0,Ground-Based Mech WT
813,CA,5,2000,50,0,Ground-Based Mech WT
814,CA,5,2000,60,0,Ground-Based Mech WT
815,CA,5,2000,70,0,Ground-Based Mech WT
816,CA,5,2000,80,0,Ground-Based Mech WT
817,CA,5,2000,90,0,Ground-Based Mech WT
818,CA,5,2000,100,0,Ground-Based Mech WT
819,CA,5,2000,110,0,Ground-Based Mech WT
820,CA,5,2000,120,0,Ground-Based Mech WT
821,CA,5,2000,130,0,Ground-Based Mech WT
822,CA,5,2000,140,0,Ground-Based Mech WT
823,CA,5,2000,150,0,Ground-Based Mech WT
824,CA,5,2000,160,0,Ground-Based Mech WT
825,CA,5,2000,170,0,Ground-Based Mech WT
826,CA,5,2000,180,0,Ground-Based Mech WT
827,CA,5,2000,190,0,Ground-Based Mech WT
828,CA,5,2100,20,0,Ground-Based Mech WT
829,CA,5,2100,30,0,Ground-Based Mech WT
830,CA,5,2100,40,0,Ground-Based Mech WT
831,CA,5,2100,50,0,Ground-Based Mech WT
832,CA,5,2100,60,0,Ground-Based Mech WT
833,CA,5,2100,70,0,Ground-Based Mech WT
834,CA,5,2100,80,0,Ground-Based Mech WT
835,CA,5,2100,90,0,Ground-Based Mech WT
836,CA,5,2100,100,0,Ground-Based Mech WT
837,CA,5,2100,110,0,Ground-Based Mech WT
838,CA,5,2100,120,0,Ground-Based Mech WT
839,CA,5,2100,130,0,Ground-Based Mech WT
840,CA,5,2100,140,0,Ground-Based Mech WT
841,CA,5,2100,150,0,Ground-Based Mech WT
842,CA,5,2100,160,0,Ground-Based Mech WT
843,CA,5,2100,170,0,Ground-Based Mech WT
844,CA,5,2100,180,0,Ground-Based Mech WT
845,CA,5,2100,190,0,Ground-Based Mech WT
846,CA,5,2200,20,0,Ground-Based Mech WT
847,CA,5,2200,30,0,Ground-Based Mech WT
848,CA,5,2200,40,0,Ground-Based Mech WT
849,CA,5,2200,50,0,Ground-Based Mech WT
850,CA,5,2200,60,0,Ground-Based Mech WT
851,CA,5,2200,70,0,Ground-Based Mech WT
852,CA,5,2200,80,0,Ground-Based Mech WT
853,CA,5,2200,90,0,Ground-Based Mech WT
854,CA,5,2200,100,0,Ground-Based Mech WT
855,CA,5,2200,110,0,Ground-Based Mech WT
856,CA,5,2200,120,0,Ground-Based Mech WT
857,CA,5,2200,130,0,Ground-Based Mech WT
858,CA,5,2200,140,0,Ground-Based Mech WT
859,CA,5,2200,150,0,Ground-Based Mech WT
860,CA,5,2200,160,0,Ground-Based Mech WT
861,CA,5,2200,170,0,Ground-Based Mech WT
862,CA,5,2200,180,0,Ground-Based Mech WT
863,CA,5,2200,190,0,Ground-Based Mech WT
864,CA,5,2300,20,0,Ground-Based Mech WT
865,CA,5,2300,30,0,Ground-Based Mech WT
866,CA,5,2300,40,0,Ground-Based Mech WT
867,CA,5,2300,50,0,Ground-Based Mech WT
868,CA,5,2300,60,0,Ground-Based Mech WT
869,CA,5,2300,70,0,Ground-Based Mech WT
870,CA,5,2300,80,0,Ground-Based Mech WT
871,CA,5,2300,90,0,Ground-Based Mech WT
872,CA,5,2300,100,0,Ground-Based Mech WT
873,CA,5,2300,110,0,Ground-Based Mech WT
874,CA,5,2300,120,0,Ground-Based Mech WT
875,CA,5,2300,130,0,Ground-Based Mech WT
876,CA,5,2300,140,0,Ground-Based Mech WT
877,CA,5,2300,150,0,Ground-Based Mech WT
878,CA,5,2300,160,0,Ground-Based Mech WT
879,CA,5,2300,170,0,Ground-Based Mech WT
880,CA,5,2300,180,0,Ground-Based Mech WT
881,CA,5,2300,190,0,Ground-Based Mech WT
882,CA,5,2400,20,0,Ground-Based Mech WT
883,CA,5,2400,30,0,Ground-Based Mech WT
884,CA,5,2400,40,0,Ground-Based Mech WT
885,CA,5,2400,50,0,Ground-Based Mech WT
886,CA,5,2400,60,0,Ground-Based Mech WT
887,CA,5,2400,70,0,Ground-Based Mech WT
888,CA,5,2400,80,0,Ground-Based Mech WT
889,CA,5,2400,90,0,Ground-Based Mech WT
890,CA,5,2400,100,0,Ground-Based Mech WT
891,CA,5,2400,110,0,Ground-Based Mech WT
892,CA,5,2400,120,0,Ground-Based Mech WT
893,CA,5,2400,130,0,Ground-Based Mech WT
894,CA,5,2400,140,0,Ground-Based Mech WT
895,CA,5,2400,150,0,Ground-Based Mech WT
896,CA,5,2400,160,0,Ground-Based Mech WT
897,CA,5,2400,170,0,Ground-Based Mech WT
898,CA,5,2400,180,0,Ground-Based Mech WT
899,CA,5,2400,190,0,Ground-Based Mech WT
900,CA,10,0,20,0,Ground-Based Mech WT
901,CA,10,0,30,0,Ground-Based Mech WT
902,CA,10,0,40,0,Ground-Based Mech WT
903,CA,10,0,50,0,Ground-Based Mech WT
904,CA,10,0,60,0,Ground-Based Mech WT
905,CA,10,0,70,0,Ground-Based Mech WT
906,CA,10,0,80,0,Ground-Based Mech WT
907,CA,10,0,90,0,Ground-Based Mech WT
908,CA,10,0,100,0,Ground-Based Mech WT
909,CA,10,0,110,0,Ground-Based Mech WT
910,CA,10,0,120,0,Ground-Based Mech WT
911,CA,10,0,130,0,Ground-Based Mech WT
912,CA,10,0,140,0,Ground-Based Mech WT
913,CA,10,0,150,0,Ground-Based Mech WT
914,CA,10,0,160,0,Ground-Based Mech WT
915,CA,10,0,170,0,Ground-Based Mech WT
916,CA,10,0,180,0,Ground-Based Mech WT
917,CA,10,0,190,0,Ground-Based Mech WT
918,CA,10,100,20,0,Ground-Based Mech WT
919,CA,10,100,30,0,Ground-Based Mech WT
920,CA,10,100,40,0,Ground-Based Mech WT
921,CA,10,100,50,0,Ground-Based Mech WT
922,CA,10,100,60,0,Ground-Based Mech WT
923,CA,10,100,70,0,Ground-Based Mech WT
924,CA,10,100,80,0,Ground-Based Mech WT
925,CA,10,100,90,0,Ground-Based Mech WT
926,CA,10,100,100,0,Ground-Based Mech WT
927,CA,10,100,110,0,Ground-Based Mech WT
928,CA,10,100,120,0,Ground-Based Mech WT
929,CA,10,100,130,0,Ground-Based Mech WT
930,CA,10,100,140,0,Ground-Based Mech WT
931,CA,10,100,150,0,Ground-Based Mech WT
932,CA,10,100,160,0,Ground-Based Mech WT
933,CA,10,100,170,0,Ground-Based Mech WT
934,CA,10,100,180,0,Ground-Based Mech WT
935,CA,10,100,190,0,Ground-Based Mech WT
936,CA,10,200,20,0,Ground-Based Mech WT
937,CA,10,200,30,0,Ground-Based Mech WT
938,CA,10,200,40,0,Ground-Based Mech WT
939,CA,10,200,50,0,Ground-Based Mech WT
940,CA,10,200,60,0,Ground-Based Mech WT
941,CA,10,200,70,0,Ground-Based Mech WT
942,CA,10,200,80,0,Ground-Based Mech WT
943,CA,10,200,90,0,Ground-Based Mech WT
944,CA,10,200,100,0,Ground-Based Mech WT
945,CA,10,200,110,0,Ground-Based Mech WT
946,CA,10,200,120,0,Ground-Based Mech WT
947,CA,10,200,130,0,Ground-Based Mech WT
948,CA,10,200,140,0,Ground-Based Mech WT
949,CA,10,200,150,0,Ground-Based Mech WT
950,CA,10,200,160,0,Ground-Based Mech WT
951,CA,10,200,170,0,Ground-Based Mech WT
952,CA,10,200,180,0,Ground-Based Mech WT
953,CA,10,200,190,0,Ground-Based Mech WT
954,CA,10,300,20,0,Ground-Based Mech WT
955,CA,10,300,30,0,Ground-Based Mech WT
956,CA,10,300,40,0,Ground-Based Mech WT
957,CA,10,300,50,0,Ground-Based Mech WT
958,CA,10,300,60,0,Ground-Based Mech WT
959,CA,10,300,70,0,Ground-Based Mech WT
960,CA,10,300,80,0,Ground-Based Mech WT
961,CA,10,300,90,0,Ground-Based Mech WT
962,CA,10,300,100,0,Ground-Based Mech WT
963,CA,10,300,110,0,Ground-Based Mech WT
964,CA,10,300,120,0,Ground-Based Mech WT
965,CA,10,300,130,0,Ground-Based Mech WT
966,CA,10,300,140,0,Ground-Based Mech WT
967,CA,10,300,150,0,Ground-Based Mech WT
968,CA,10,300,160,0,Ground-Based Mech WT
969,CA,10,300,170,0,Ground-Based Mech WT
970,CA,10,300,180,0,Ground-Based Mech WT
971,CA,10,300,190,0,Ground-Based Mech WT
972,CA,10,400,20,0,Ground-Based Mech WT
973,CA,10,400,30,0,Ground-Based Mech WT
974,CA,10,400,40,0,Ground-Based Mech WT
975,CA,10,400,50,0,Ground-Based Mech WT
976,CA,10,400,60,0,Ground-Based Mech WT
977,CA,10,400,70,0,Ground-Based Mech WT
978,CA,10,400,80,0,Ground-Based Mech WT
979,CA,10,400,90,0,Ground-Based Mech WT
980,CA,10,400,100,0,Ground-Based Mech WT
981,CA,10,400,110,0,Ground-Based Mech WT
982,CA,10,400,120,0,Ground-Based Mech WT
983,CA,10,400,130,0,Ground-Based Mech WT
984,CA,10,400,140,0,Ground-Based Mech WT
985,CA,10,400,150,0,Ground-Based Mech WT
986,CA,10,400,160,0,Ground-Based Mech WT
987,CA,10,400,170,0,Ground-Based Mech WT
988,CA,10,400,180,0,Ground-Based Mech WT
989,CA,10,400,190,0,Ground-Based Mech WT
990,CA,10,500,20,0,Ground-Based Mech WT
991,CA,10,500,30,0,Ground-Based Mech WT
992,CA,10,500,40,0,Ground-Based Mech WT
993,CA,10,500,50,0,Ground-Based Mech WT
994,CA,10,500,60,0,Ground-Based Mech WT
995,CA,10,500,70,0,Ground-Based Mech WT
996,CA,10,500,80,0,Ground-Based Mech WT
997,CA,10,500,90,0,Ground-Based Mech WT
998,CA,10,500,100,0,Ground-Based Mech WT
999,CA,10,500,110,0,Ground-Based Mech WT
1000,CA,10,500,120,0,Ground-Based Mech WT
1001,CA,10,500,130,0,Ground-Based Mech WT
1002,CA,10,500,140,0,Ground-Based Mech WT
1003,CA,10,500,150,0,Ground-Based Mech WT
1004,CA,10,500,160,0,Ground-Based Mech WT
1005,CA,10,500,170,0,Ground-Based Mech WT
1006,CA,10,500,180,0,Ground-Based Mech WT
1007,CA,10,500,190,0,Ground-Based Mech WT
1008,CA,10,600,20,0,Ground-Based Mech WT
1009,CA,10,600,30,0,Ground-Based Mech WT
1010,CA,10,600,40,0,Ground-Based Mech WT
1011,CA,10,600,50,0,Ground-Based Mech WT
1012,CA,10,600,60,0,Ground-Based Mech WT
1013,CA,10,600,70,0,Ground-Based Mech WT
1014,CA,10,600,80,0,Ground-Based Mech WT
1015,CA,10,600,90,0,Ground-Based Mech WT
1016,CA,10,600,100,0,Ground-Based Mech WT
1017,CA,10,600,110,0,Ground-Based Mech WT
1018,CA,10,600,120,0,Ground-Based Mech WT
1019,CA,10,600,130,0,Ground-Based Mech WT
1020,CA,10,600,140,0,Ground-Based Mech WT
1021,CA,10,600,150,0,Ground-Based Mech WT
1022,CA,10,600,160,0,Ground-Based Mech WT
1023,CA,10,600,170,0,Ground-Based Mech WT
1024,CA,10,600,180,0,Ground-Based Mech WT
1025,CA,10,600,190,0,Ground-Based Mech WT
1026,CA,10,700,20,0,Ground-Based Mech WT
1027,CA,10,700,30,0,Ground-Based Mech WT
1028,CA,10,700,40,0,Ground-Based Mech WT
1029,CA,10,700,50,0,Ground-Based Mech WT
1030,CA,10,700,60,0,Ground-Based Mech WT
1031,CA,10,700,70,0,Ground-Based Mech WT
1032,CA,10,700,80,0,Ground-Based Mech WT
1033,CA,10,700,90,0,Ground-Based Mech WT
1034,CA,10,700,100,0,Ground-Based Mech WT
1035,CA,10,700,110,0,Ground-Based Mech WT
1036,CA,10,700,120,0,Ground-Based Mech WT
1037,CA,10,700,130,0,Ground-Based Mech WT
1038,CA,10,700,140,0,Ground-Based Mech WT
1039,CA,10,700,150,0,Ground-Based Mech WT
1040,CA,10,700,160,0,Ground-Based Mech WT
1041,CA,10,700,170,0,Ground-Based Mech WT
1042,CA,10,700,180,0,Ground-Based Mech WT
1043,CA,10,700,190,0,Ground-Based Mech WT
1044,CA,10,800,20,0,Ground-Based Mech WT
1045,CA,10,800,30,0,Ground-Based Mech WT
1046,CA,10,800,40,0,Ground-Based Mech WT
1047,CA,10,800,50,0,Ground-Based Mech WT
1048,CA,10,800,60,0,Ground-Based Mech WT
1049,CA,10,800,70,0,Ground-Based Mech WT
1050,CA,10,800,80,0,Ground-Based Mech WT
1051,CA,10,800,90,0,Ground-Based Mech WT
1052,CA,10,800,100,0,Ground-Based Mech WT
1053,CA,10,800,110,0,Ground-Based Mech WT
1054,CA,10,800,120,0,Ground-Based Mech WT
1055,CA,10,800,130,0,Ground-Based Mech WT
1056,CA,10,800,140,0,Ground-Based Mech WT
1057,CA,10,800,150,0,Ground-Based Mech WT
1058,CA,10,800,160,0,Ground-Based Mech WT
1059,CA,10,800,170,0,Ground-Based Mech WT
1060,CA,10,800,180,0,Ground-Based Mech WT
1061,CA,10,800,190,0,Ground-Based Mech WT
1062,CA,10,900,20,0,Ground-Based Mech WT
1063,CA,10,900,30,0,Ground-Based Mech WT
1064,CA,10,900,40,0,Ground-Based Mech WT
1065,CA,10,900,50,0,Ground-Based Mech WT
1066,CA,10,900,60,0,Ground-Based Mech WT
1067,CA,10,900,70,0,Ground-Based Mech WT
1068,CA,10,900,80,0,Ground-Based Mech WT
1069,CA,10,900,90,0,Ground-Based Mech WT
1070,CA,10,900,100,0,Ground-Based Mech WT
1071,CA,10,900,110,0,Ground-Based Mech WT
1072,CA,10,900,120,0,Ground-Based Mech WT
1073,CA,10,900,130,0,Ground-Based Mech WT
1074,CA,10,900,140,0,Ground-Based Mech WT
1075,CA,10,900,150,0,Ground-Based Mech WT
1076,CA,10,900,160,0,Ground-Based Mech WT
1077,CA,10,900,170,0,Ground-Based Mech WT
1078,CA,10,900,180,0,Ground-Based Mech WT
1079,CA,10,900,190,0,Ground-Based Mech WT
1080,CA,10,1000,20,0,Ground-Based Mech WT
1081,CA,10,1000,30,0,Ground-Based Mech WT
1082,CA,10,1000,40,0,Ground-Based Mech WT
1083,CA,10,1000,50,0,Ground-Based Mech WT
1084,CA,10,1000,60,0,Ground-Based Mech WT
1085,CA,10,1000,70,0,Ground-Based Mech WT
1086,CA,10,1000,80,0,Ground-Based Mech WT
1087,CA,10,1000,90,0,Ground-Based Mech WT
1088,CA,10,1000,100,0,Ground-Based Mech WT
