"gid","bus_number","bus_name","long_name","voltage","bus_type","area","county","state","loc_code","source","entity_id","layer_id","the_geom"
3751,31340,"LOWR LKE","31340_LOWR LKE",60,"LOAD","PG AND E","Lake","CA","1","Previously Mapped Substation; Aerial Imagery",1205062,2345,"0101000020E6100000601DC70F95A75EC0895FB1868B744340"
4399,32670,"STAFFORD","32670_STAFFORD",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205711,2345,"0101000020E610000080D6FCF84BA75EC092921E86560F4340"
8401,45210,"GREENHRN","45210_GREENHRN",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209750,2345,"0101000020E6100000166EF9484AA75EC03B8908FF22D84440"
3752,31342,"MIDDLTWN","31342_MIDDLTWN",60,"LOAD","PG AND E","Lake","CA","1","Previously Mapped Substation; Aerial Imagery",1205063,2345,"0101000020E610000017F19D98F5A65EC02B172AFF5A604340"
3788,31392,"LAKEVLLE","31392_LAKEVLLE",60,"LOAD","PG AND E","Sonoma","CA","1","Previously Mapped Substation; Aerial Imagery",1205099,2345,"0101000020E610000010AE80423DA55EC0177FDB1324204340"
4386,32652,"CALISTGA","32652_CALISTGA",60,"LOAD","PG AND E","Napa","CA","1","Previously Mapped Substation; Aerial Imagery",1205698,2345,"0101000020E61000008B54185B08A55EC0A6EF3504C74B4340"
4397,32668,"NOVATO","32668_NOVATO",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205709,2345,"0101000020E61000007632384A5EA45EC0F67F0EF3E50D4340"
4395,32666,"IGNACO B","32666_IGNACO B",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205707,2345,"0101000020E6100000E6E8F17B9BA25EC0C9E88024EC094340"
3973,31726,"ELKCREEK","31726_ELKCREEK",60,"LOAD","PG AND E","Glenn","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205285,2345,"0101000020E61000006667D13B15A25EC08E588B4F01C64340"
3791,31396,"DUNBAR","31396_DUNBAR",60,"LOAD","PG AND E","Sonoma","CA","1","Previously Mapped Substation; Aerial Imagery",1205102,2345,"0101000020E6100000E690D442C9A15EC097395D1613314340"
4407,32678,"SAN RFLJ","32678_SAN RFLJ",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205719,2345,"0101000020E61000007500C45DBDA15EC06A1327F73BFC4240"
4409,32682,"ALTO","32682_ALTO",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205721,2345,"0101000020E6100000C173EFE192A15EC0BBF2599E07F34240"
4405,32676,"HMLTN FD","32676_HMLTN FD",60,"LOAD","PG AND E","Marin","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205717,2345,"0101000020E6100000425C397B67A15EC030D80DDB16074340"
4410,32684,"ALTOJT1","32684_ALTOJT1",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205722,2345,"0101000020E6100000CEDE196D55A15EC0AF78EA9106F34240"
8195,44976,"HORNBRK","44976_HORNBRK",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209540,2345,"0101000020E61000009548A29751A15EC018B0E42A16F14440"
4408,32680,"GREENBRE","32680_GREENBRE",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205720,2345,"0101000020E61000001DAB949EE9A05EC099BB96900FF84240"
8539,45356,"MONTAGUE","45356_MONTAGUE",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209888,2345,"0101000020E6100000F8DEDFA0BDA05EC01EC539EAE8DA4440"
4412,32688,"SAUSALTO","32688_SAUSALTO",60,"LOAD","PG AND E","Marin","CA","1","Previously Mapped Substation; Aerial Imagery",1205724,2345,"0101000020E610000087F9F202EC9F5EC0A7785C548BEE4240"
4634,33355,"PACIFICA","33355_PACIFICA",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205950,2345,"0101000020E6100000BD70E7C2489F5EC065506D7022CC4240"
8197,44978,"AGER","44978_AGER",69,"LOAD","NORTHWEST","Siskiyou","CA","1","Previously Mapped Substation; Aerial Imagery",1209542,2345,"0101000020E6100000B0AD9FFEB39D5EC02B323A2009EF4440"
4385,32650,"ST.HELNA","32650_ST.HELNA",60,"LOAD","PG AND E","Napa","CA","1","Previously Mapped Substation; Aerial Imagery",1205697,2345,"0101000020E6100000917BBABA639D5EC069FD2D01F83F4340"
4625,33346,"SNTH TP2","33346_SNTH TP2",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205941,2345,"0101000020E61000004D309C6B989C5EC061889CBE9ECF4240"
3871,31566,"KESWICK","31566_KESWICK",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205182,2345,"0101000020E6100000075E2D77669C5EC0876D8B321B4E4440"
6065,37923,"EUREKA1","37923_EUREKA1",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207396,2345,"0101000020E6100000E17EC003039C5EC0A7203F1BB94A4440"
8439,45248,"IRONGATE","45248_IRONGATE",69,"LOAD","NORTHWEST","Siskiyou","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1209788,2345,"0101000020E6100000350A4966F59B5EC0D99596917AF74440"
4645,33366,"HLF MNBY","33366_HLF MNBY",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205961,2345,"0101000020E61000000EDAAB8F879B5EC016C0948103BC4240"
4630,33351,"SN BRNOT","33351_SN BRNOT",60,"LOAD","PG AND E","San Mateo","CA","4","Ventyx Research",1205946,2345,"0101000020E6100000C59272F7399B5EC0D027F224E9CE4240"
8435,45244,"INTPAPER","45244_INTPAPER",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209784,2345,"0101000020E610000074D4D171359B5EC04643C6A354B24440"
4590,33218,"LARKIN 1","33218_LARKIN 1",12,"LOAD","PG AND E","San Francisco","CA","2","Previously Mapped Substation; Company Digital Data; Ventyx Research",1205903,2345,"0101000020E6100000D76D50FBAD9A5EC0C634D3BD4EE44240"
8429,45238,"BIGSPRNG","45238_BIGSPRNG",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209778,2345,"0101000020E610000013D4F02DAC9A5EC034F790F0BDC94440"
4587,33209,"MARTIN","33209_MARTIN",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205900,2345,"0101000020E610000095F430B43A9A5EC06971C63027DA4240"
4631,33352,"SNANDRES","33352_SNANDRES",60,"LOAD","PG AND E","San Mateo","CA","4","Ventyx Research",1205947,2345,"0101000020E6100000FA7FD591239A5EC04FCAA48636CE4240"
4674,33395,"OX_MTN60","33395_OX_MTN60",60,"LOAD","PG AND E","San Mateo","CA","2","Previously Mapped Substation; Previously Mapped Plant; Street Address",1205990,2345,"0101000020E61000005BEA20AF079A5EC0594DD7135DBD4240"
6094,37952,"TEXASSP1","37952_TEXASSP1",12.5,"LOAD","PG AND E","Shasta","CA","4","Ventyx Research",1207425,2345,"0101000020E6100000698CD651D5995EC075560BEC31494440"
3872,31570,"BENTON","31570_BENTON",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205183,2345,"0101000020E6100000C0779B374E995EC01B2C9CA4F9474440"
6077,37935,"OREGON1","37935_OREGON1",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207408,2345,"0101000020E6100000EB8CEF8B4B995EC0408A3A730F4B4440"
8666,45484,"SHOTGNCK","45484_SHOTGNCK",69,"LOAD","NORTHWEST","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1210015,2345,"0101000020E6100000DD25715644995EC0CF4E0647C9854440"
8706,45524,"WEED","45524_WEED",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1210055,2345,"0101000020E610000016342DB132995EC0AC527AA697B44440"
6050,37908,"BELT1","37908_BELT1",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207381,2345,"0101000020E61000001327F73B14995EC08E78B29B19514440"
4633,33354,"MLLBRETP","33354_MLLBRETP",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205949,2345,"0101000020E6100000172B6A300D995EC09FE8BAF083CD4240"
6098,37956,"WALDON1","37956_WALDON1",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207429,2345,"0101000020E6100000FE0FB056ED985EC0D9CF622992494440"
4670,33391,"TRAN-60","33391_TRAN-60",60,"LOAD","PG AND E","San Mateo","CA","4","Ventyx Research",1205986,2345,"0101000020E610000080B8AB5791985EC07D78962023CA4240"
6092,37950,"SULP2","37950_SULP2",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207423,2345,"0101000020E6100000E97E4E417E985EC0467BBC900E4D4440"
3873,31572,"GIRVAN","31572_GIRVAN",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205184,2345,"0101000020E61000006E4E250340985EC0D1CDFE40B9414440"
6071,37929,"MOORE1","37929_MOORE1",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207402,2345,"0101000020E6100000C16ED8B628985EC0F1D7648D7A444440"
4638,33359,"CAROLNDS","33359_CAROLNDS",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205954,2345,"0101000020E6100000E945ED7E15985EC05B087250C2C64240"
3875,31576,"WNTU PMS","31576_WNTU PMS",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205186,2345,"0101000020E61000007767EDB60B985EC03D433866D9494440"
3882,31586,"PPL","31586_PPL",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205194,2345,"0101000020E610000048C153C895975EC0DB4E5B2382714440"
6074,37932,"OASIS1","37932_OASIS1",12.5,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Ventyx Research",1207405,2345,"0101000020E61000005E64027E8D975EC0B75F3E5931524440"
8469,45278,"L SHASTA","45278_L SHASTA",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209818,2345,"0101000020E6100000081D740987975EC0912A8A5759D34440"
4640,33361,"HLLSDLJT","33361_HLLSDLJT",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205956,2345,"0101000020E6100000E8A221E351975EC0AB3E575BB1C54240"
8705,45523,"WDJCT L2","45523_WDJCT L2",69,"LOAD","NORTHWEST","Siskiyou","CA","1","Previously Mapped Substation; Aerial Imagery",1210054,2345,"0101000020E6100000D714C8EC2C975EC0ACC95356D3B94440"
8321,45126,"COPCO 2G","45126_COPCO 2G",69,"LOAD","NORTHWEST","Siskiyou","CA","1","Previously Mapped Substation; Aerial Imagery",1209668,2345,"0101000020E610000009185DDE1C975EC07E8CB96B09FD4440"
8368,45174,"FALL CRK","45174_FALL CRK",69,"LOAD","NORTHWEST","Siskiyou","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1209717,2345,"0101000020E6100000622CD32F11975EC09204E10A28FE4440"
3879,31582,"STLLWATR","31582_STLLWATR",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205191,2345,"0101000020E6100000DC9BDF30D1965EC0C51EDAC70A564440"
4641,33362,"CRYSTLSG","33362_CRYSTLSG",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205957,2345,"0101000020E610000097715303CD965EC0F0DB10E335C34240"
8189,44970,"MTSHASTA","44970_MTSHASTA",69,"LOAD","NORTHWEST","Siskiyou","CA","4","Ventyx Research",1209534,2345,"0101000020E610000004E275FD82965EC0F4A5B73F17AF4440"
6101,37959,"CANBY4","37959_CANBY4",12.8,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Ventyx Research",1207432,2345,"0101000020E61000007B30293E3E965EC0A9D898D711494440"
8665,45483,"SHASTINA","45483_SHASTINA",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1210014,2345,"0101000020E610000095D74AE82E965EC063997E8978C34440"
8191,44972,"LKSISKTP","44972_LKSISKTP",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209536,2345,"0101000020E610000032AF230ED9955EC00DFE7E315BA44440"
4642,33363,"RALSTON","33363_RALSTON",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205958,2345,"0101000020E61000002A1C412AC5955EC02A37514B73C14240"
3877,31580,"CASCADE","31580_CASCADE",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205189,2345,"0101000020E61000004A9BAA7B64955EC030116F9D7F534440"
4678,33399,"HILDAL47","33399_HILDAL47",60,"LOAD","PG AND E","San Mateo","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205994,2345,"0101000020E61000004AD05FE811955EC0F7C9518028C44240"
3880,31584,"MTN GATE","31584_MTN GATE",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205192,2345,"0101000020E6100000C2FA3F87F9945EC0F032C346595B4440"
6059,37917,"COLLEGE1","37917_COLLEGE1",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207390,2345,"0101000020E6100000F9F884ECBC945EC03D2828452B4F4440"
8283,45088,"CASTELLA","45088_CASTELLA",69,"LOAD","NORTHWEST","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209630,2345,"0101000020E610000053211E8997945EC0FB3DB14E95914440"
4636,33357,"SAN MATO","33357_SAN MATO",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205952,2345,"0101000020E6100000CC5F217365945EC00DE02D90A0CA4240"
6047,37905,"AIRPORT1","37905_AIRPORT1",12.5,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1207378,2345,"0101000020E6100000231631EC30945EC09C6D6E4C4F424440"
6062,37920,"EASTRDG1","37920_EASTRDG1",12.5,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207393,2345,"0101000020E6100000E675C4211B945EC07E1EA33CF3484440"
4657,33378,"WTRSHDTP","33378_WTRSHDTP",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205973,2345,"0101000020E610000017BA1281EA935EC08192020B60BE4240"
3878,31581,"OREGNTRL","31581_OREGNTRL",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205190,2345,"0101000020E6100000ECF99AE5B2935EC082380F27304D4440"
3876,31578,"LOMS JCT","31578_LOMS JCT",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205187,2345,"0101000020E610000087A6ECF483935EC0D80E46EC134A4440"
3874,31574,"ANDERSON","31574_ANDERSON",60,"LOAD","PG AND E","Shasta","CA","2","Previously Mapped Substation; Previously Mapped Plant; Street Address",1205185,2345,"0101000020E61000007B319413ED925EC0178046E9D2374440"
8656,45474,"SALTECRK","45474_SALTECRK",69,"LOAD","NORTHWEST","Shasta","CA","4","Ventyx Research",1210005,2345,"0101000020E6100000E3DD91B1DA925EC02B1213D4F0714440"
8548,45365,"NUTGLADE","45365_NUTGLADE",69,"LOAD","NORTHWEST","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209897,2345,"0101000020E610000054008C67D0925EC01B82E3326E964440"
4637,33358,"BERESFRD","33358_BERESFRD",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205953,2345,"0101000020E61000003815A930B6925EC0DB4C857824C44240"
4679,33400,"JEFRSN_E","33400_JEFRSN_E",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205995,2345,"0101000020E6100000252367614F925EC078280AF489BA4240"
8329,45134,"CRAGVIEW","45134_CRAGVIEW",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209676,2345,"0101000020E61000003239B5334C925EC0C8D2872EA8974440"
4643,33364,"ORACLE60","33364_ORACLE60",60,"LOAD","PG AND E","San Mateo","CA","4","Ventyx Research",1205959,2345,"0101000020E610000041BB438A01925EC044A4A65D4CC54240"
8358,45164,"DUNSMUIR","45164_DUNSMUIR",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209707,2345,"0101000020E6100000D46531B1F9915EC06F2D93E1789C4440"
4389,32656,"NAPA","32656_NAPA",60,"LOAD","PG AND E","Napa","CA","1","Previously Mapped Substation; Aerial Imagery",1205701,2345,"0101000020E6100000C712D6C6D8915EC047382D78D1254340"
4656,33377,"EMRLD LE","33377_EMRLD LE",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205972,2345,"0101000020E6100000B0E42A16BF915EC08C101E6D1CBB4240"
4459,32908,"OAK C12","32908_OAK C12",12,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1205771,2345,"0101000020E610000064ADA1D45E915EC0D7BE805EB8E74240"
4391,32660,"BSLT TAP","32660_BSLT TAP",60,"LOAD","PG AND E","Napa","CA","1","Previously Mapped Substation; Aerial Imagery",1205703,2345,"0101000020E610000059C2DA183B915EC065C6DB4AAF214340"
4392,32662,"TULCY JT","32662_TULCY JT",60,"LOAD","PG AND E","Napa","CA","1","Previously Mapped Substation; Aerial Imagery",1205704,2345,"0101000020E6100000BDFF8F1326915EC00D0055DCB81F4340"
4453,32860,"FRKLNALT","32860_FRKLNALT",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205765,2345,"0101000020E6100000825660C8EA905EC0BE86E0B88C014340"
3898,31604,"COTTONWD","31604_COTTONWD",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205210,2345,"0101000020E6100000B1A371A8DF905EC0711FB935E9324440"
3901,31607,"RED B JT","31607_RED B JT",60,"LOAD","PG AND E","Tehama","CA","1","Previously Mapped Substation; Aerial Imagery",1205213,2345,"0101000020E6100000C8EC2C7AA78F5EC03222516859174440"
4644,33365,"SAN CRLS","33365_SAN CRLS",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205960,2345,"0101000020E6100000B51666A19D8F5EC07B681F2BF8BF4240"
4666,33387,"WOODSIDE","33387_WOODSIDE",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205982,2345,"0101000020E610000018CFA0A17F8F5EC07F6C921FF1B74240"
3887,31592,"DESCHUTS","31592_DESCHUTS",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205199,2345,"0101000020E6100000D34D6210588F5EC018B0E42A16474440"
3915,31624,"GRBR JCT","31624_GRBR JCT",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205227,2345,"0101000020E6100000ED45B41D538F5EC00EA48B4D2B074440"
4448,32850,"UNIN CHM","32850_UNIN CHM",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205760,2345,"0101000020E6100000AB2688BA0F8F5EC01A1538D906024340"
4680,33401,"LSPLGS&1","33401_LSPLGS&1",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205996,2345,"0101000020E6100000F566D47C958E5EC0E6E61BD13DBB4240"
4105,32056,"CORTINA","32056_CORTINA",60,"LOAD","PG AND E","Colusa","CA","1","Previously Mapped Substation; Aerial Imagery",1205417,2345,"0101000020E6100000828C800A478E5EC040A6B5696C8F4340"
8540,45357,"MOTT","45357_MOTT",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209889,2345,"0101000020E61000003A3B191C258E5EC02B357BA015A24440"
3908,31614,"RWSN J2","31614_RWSN J2",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205220,2345,"0101000020E61000004E2844C0218E5EC00F45813E91134440"
3899,31605,"NEO REDT","31605_NEO REDT",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205211,2345,"0101000020E610000023145B41D38D5EC0705F07CE19134440"
4646,33367,"BAIR","33367_BAIR",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205962,2345,"0101000020E610000052F355F2B18D5EC079EA9106B7BF4240"
4647,33368,"REDWDTP1","33368_REDWDTP1",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205963,2345,"0101000020E610000083C2A04CA38D5EC07651F4C0C7BE4240"
4449,32852,"CHRISTIE","32852_CHRISTIE",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205761,2345,"0101000020E61000001B62BCE6558D5EC0593332C85D004340"
4667,33388,"S.L.A.C.","33388_S.L.A.C.",60,"LOAD","PG AND E","San Mateo","CA","1","Previously Mapped Substation; Aerial Imagery",1205983,2345,"0101000020E61000008BDF14562A8D5EC08F37F92D3AB54240"
3904,31610,"TYLER","31610_TYLER",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205216,2345,"0101000020E610000022718FA50F8D5EC0C2A6CEA3E20F4440"
5666,36005,"PT.MRT J","36005_PT.MRT J",60,"LOAD","PG AND E","Santa Cruz","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206988,2345,"0101000020E61000004A969350FA8C5EC060EAE74D45824240"
